"FOLIO","VIV_SEL","HOGAR","N_INF","P3A1_1","P3A1_2","P4_1","P4_2_2","P7_1","ENT","TLOC","EST_DIS","UPM_DIS","FACTOR"
"0000099","02","1","05","2","","","02","2","01","1","002","0000099",225
"0000099","03","1","01","2","","","01","2","01","1","002","0000099",225
"0000099","04","1","01","2","","","01","2","01","1","002","0000099",225
"0000099","05","1","02","2","","","02","2","01","1","002","0000099",225
"0000100","01","1","02","2","","","02","2","01","1","002","0000100",227
"0000100","02","1","02","1","1","","02","1","01","1","002","0000100",227
"0000100","03","1","02","2","","","02","2","01","1","002","0000100",227
"0000100","04","1","01","1","1","","01","1","01","1","002","0000100",227
"0000101","01","1","02","2","","","02","2","01","1","001","0000101",190
"0000101","02","1","01","2","","","01","2","01","1","001","0000101",190
"0000101","03","1","02","1","2","1","02","2","01","1","001","0000101",190
"0000101","03","2","01","1","1","2","","2","01","1","001","0000101",190
"0000101","04","1","02","2","","","02","1","01","1","001","0000101",190
"0000101","05","1","02","2","","","02","2","01","1","001","0000101",190
"0000102","01","1","01","2","","","01","2","01","1","001","0000102",217
"0000102","02","1","02","2","","","02","2","01","1","001","0000102",217
"0000102","03","1","02","2","","","02","2","01","1","001","0000102",217
"0000102","04","1","04","2","","","04","2","01","1","001","0000102",217
"0000102","05","1","02","1","1","","01","2","01","1","001","0000102",217
"0000103","01","1","01","1","1","","01","2","01","1","001","0000103",210
"0000103","02","1","02","1","1","","02","1","01","1","001","0000103",210
"0000103","03","1","01","2","","","01","2","01","1","001","0000103",210
"0000103","04","1","02","2","","","02","2","01","1","001","0000103",210
"0000103","05","1","02","2","","","02","2","01","1","001","0000103",210
"0000104","01","1","02","2","","","02","2","01","1","001","0000104",112
"0000104","02","1","02","2","","","02","2","01","1","001","0000104",112
"0000104","03","1","01","2","","","01","2","01","1","001","0000104",112
"0000104","04","1","01","2","","","01","2","01","1","001","0000104",112
"0000104","05","1","03","2","","1","03","2","01","1","001","0000104",112
"0000104","05","2","03","1","1","2","","2","01","1","001","0000104",112
"0000105","01","1","01","1","1","","01","2","01","1","001","0000105",177
"0000105","02","1","02","2","","","02","2","01","1","001","0000105",177
"0000105","03","1","01","2","","","01","2","01","1","001","0000105",177
"0000105","04","1","02","2","","1","02","2","01","1","001","0000105",177
"0000105","04","2","01","2","","2","","1","01","1","001","0000105",177
"0000105","05","1","03","1","1","","03","2","01","1","001","0000105",177
"0000106","01","1","02","2","","","02","2","01","1","001","0000106",203
"0000106","02","1","04","2","","","04","1","01","1","001","0000106",203
"0000106","04","1","01","1","1","","01","2","01","1","001","0000106",203
"0000106","05","1","01","2","","","01","1","01","1","001","0000106",203
"0000107","02","1","01","1","1","","01","2","01","1","001","0000107",227
"0000107","04","1","02","2","","","02","2","01","1","001","0000107",227
"0000107","05","1","02","2","","","02","2","01","1","001","0000107",227
"0000108","01","1","01","2","","","01","2","01","1","002","0000108",216
"0000108","02","1","01","2","","","01","2","01","1","002","0000108",216
"0000108","03","1","02","2","","","02","2","01","1","002","0000108",216
"0000108","04","1","01","1","1","","01","2","01","1","002","0000108",216
"0000108","05","1","02","2","","","02","2","01","1","002","0000108",216
"0000109","02","1","02","2","","","02","2","01","1","003","0000109",198
"0000109","04","1","01","2","","","01","1","01","1","003","0000109",198
"0000109","05","1","02","2","","","02","2","01","1","003","0000109",198
"0000110","02","1","02","2","","","02","1","01","1","002","0000110",213
"0000110","03","1","02","2","","","02","1","01","1","002","0000110",213
"0000110","04","1","04","2","","","04","2","01","1","002","0000110",213
"0000110","05","1","03","2","","","03","2","01","1","002","0000110",213
"0000111","02","1","02","1","1","","02","2","01","1","002","0000111",239
"0000111","03","1","03","2","","","03","2","01","1","002","0000111",239
"0000111","04","1","01","2","","","01","2","01","1","002","0000111",239
"0000111","05","1","04","2","","","04","2","01","1","002","0000111",239
"0000112","01","1","02","2","","","02","2","01","1","002","0000112",184
"0000112","03","1","01","2","","","03","2","01","1","002","0000112",184
"0000112","04","1","01","1","1","","01","2","01","1","002","0000112",184
"0000113","01","1","01","2","","","01","1","01","1","002","0000113",199
"0000113","02","1","03","1","1","","03","1","01","1","002","0000113",199
"0000113","03","1","01","1","1","","01","2","01","1","002","0000113",199
"0000113","04","1","02","1","1","","02","2","01","1","002","0000113",199
"0000113","05","1","02","2","","","02","2","01","1","002","0000113",199
"0000114","01","1","02","2","","","02","2","01","1","002","0000114",207
"0000114","02","1","01","2","","","01","2","01","1","002","0000114",207
"0000114","03","1","02","2","","","02","1","01","1","002","0000114",207
"0000114","04","1","01","2","","","01","2","01","1","002","0000114",207
"0000114","05","1","02","1","1","","02","2","01","1","002","0000114",207
"0000115","01","1","03","2","","","01","2","01","1","002","0000115",190
"0000115","02","1","05","2","","","02","2","01","1","002","0000115",190
"0000115","03","1","02","2","","","02","2","01","1","002","0000115",190
"0000115","04","1","01","2","","","01","1","01","1","002","0000115",190
"0000115","05","1","02","2","","","01","2","01","1","002","0000115",190
"0000116","01","1","01","2","","","01","2","01","1","002","0000116",209
"0000116","02","1","03","2","","","03","1","01","1","002","0000116",209
"0000116","03","1","01","2","","","01","1","01","1","002","0000116",209
"0000116","04","1","01","2","","","01","2","01","1","002","0000116",209
"0000117","01","1","01","2","","","01","1","01","1","001","0000117",219
"0000117","03","1","03","2","","","01","1","01","1","001","0000117",219
"0000117","04","1","01","2","","","01","2","01","1","001","0000117",219
"0000117","05","1","02","2","","","02","2","01","1","001","0000117",219
"0000118","01","1","01","2","","","01","2","01","1","001","0000118",211
"0000118","02","1","01","2","","","01","2","01","1","001","0000118",211
"0000118","05","1","03","2","","","01","2","01","1","001","0000118",211
"0000119","01","1","03","1","2","","03","1","01","1","003","0000119",216
"0000119","02","1","01","2","","","01","2","01","1","003","0000119",216
"0000119","03","1","02","2","","","02","2","01","1","003","0000119",216
"0000119","04","1","01","1","1","","01","1","01","1","003","0000119",216
"0000119","05","1","02","2","","","02","2","01","1","003","0000119",216
"0000120","01","1","02","1","1","","02","2","01","1","003","0000120",259
"0000120","02","1","03","1","1","","03","2","01","1","003","0000120",259
"0000120","03","1","01","2","","","01","1","01","1","003","0000120",259
"0000120","04","1","01","2","","","01","2","01","1","003","0000120",259
"0000120","05","1","02","2","","","01","2","01","1","003","0000120",259
"0000121","01","1","01","2","","","01","2","01","1","002","0000121",223
"0000121","02","1","01","2","","","01","2","01","1","002","0000121",223
"0000121","04","1","01","1","1","","01","2","01","1","002","0000121",223
"0000121","05","1","01","2","","","01","2","01","1","002","0000121",223
"0000122","01","1","01","2","","","01","2","01","1","001","0000122",195
"0000122","02","1","01","2","","","01","2","01","1","001","0000122",195
"0000122","03","1","01","2","","","01","2","01","1","001","0000122",195
"0000122","04","1","01","2","","","01","2","01","1","001","0000122",195
"0000122","05","1","01","1","1","","01","1","01","1","001","0000122",195
"0000123","02","1","01","1","1","","01","2","01","1","002","0000123",206
"0000123","03","1","01","2","","","01","2","01","1","002","0000123",206
"0000123","05","1","01","2","","","01","1","01","1","002","0000123",206
"0000124","02","1","02","2","","","02","2","01","1","002","0000124",240
"0000124","03","1","01","2","","","01","2","01","1","002","0000124",240
"0000124","04","1","02","2","","","02","2","01","1","002","0000124",240
"0000124","05","1","02","2","","","02","2","01","1","002","0000124",240
"0000125","01","1","01","1","2","","01","2","01","1","003","0000125",224
"0000125","03","1","01","1","1","","01","2","01","1","003","0000125",224
"0000125","04","1","02","2","","","02","2","01","1","003","0000125",224
"0000125","05","1","02","2","","","02","2","01","1","003","0000125",224
"0000126","01","1","01","1","1","","01","2","01","1","002","0000126",212
"0000126","02","1","01","2","","","01","2","01","1","002","0000126",212
"0000126","05","1","03","2","","","03","1","01","1","002","0000126",212
"0000127","02","1","01","2","","","01","2","01","1","002","0000127",217
"0000127","03","1","03","2","","","02","1","01","1","002","0000127",217
"0000127","05","1","01","2","","","01","2","01","1","002","0000127",217
"0000128","01","1","02","2","","","01","2","01","1","002","0000128",208
"0000128","02","1","03","2","","","01","2","01","1","002","0000128",208
"0000128","03","1","01","2","","","01","2","01","1","002","0000128",208
"0000128","04","1","01","2","","","01","2","01","1","002","0000128",208
"0000128","05","1","01","2","","","01","1","01","1","002","0000128",208
"0000129","01","1","01","2","","","01","2","01","1","002","0000129",223
"0000129","02","1","01","2","","","01","2","01","1","002","0000129",223
"0000129","03","1","01","2","","","01","1","01","1","002","0000129",223
"0000129","04","1","01","2","","","01","2","01","1","002","0000129",223
"0000129","05","1","01","1","1","","01","2","01","1","002","0000129",223
"0000130","01","1","03","2","","","02","2","01","1","002","0000130",227
"0000130","02","1","01","1","1","","01","2","01","1","002","0000130",227
"0000130","03","1","01","2","","","01","2","01","1","002","0000130",227
"0000130","04","1","02","2","","","02","2","01","1","002","0000130",227
"0000130","05","1","01","2","","","01","2","01","1","002","0000130",227
"0000131","01","1","01","2","","","01","2","01","1","002","0000131",229
"0000131","02","1","03","2","","","01","2","01","1","002","0000131",229
"0000131","03","1","04","1","1","","04","2","01","1","002","0000131",229
"0000131","04","1","01","1","1","","01","2","01","1","002","0000131",229
"0000131","05","1","01","2","","","01","2","01","1","002","0000131",229
"0000132","01","1","01","2","","","01","2","01","1","002","0000132",210
"0000132","02","1","02","2","","","02","2","01","1","002","0000132",210
"0000132","03","1","02","2","","","02","2","01","1","002","0000132",210
"0000132","04","1","01","2","","1","01","2","01","1","002","0000132",210
"0000132","04","2","01","2","","2","","2","01","1","002","0000132",210
"0000132","05","1","01","2","","","01","1","01","1","002","0000132",210
"0000133","01","1","02","2","","","01","2","01","1","002","0000133",172
"0000133","02","1","02","1","1","","02","2","01","1","002","0000133",172
"0000133","03","1","06","2","","","01","2","01","1","002","0000133",172
"0000133","04","1","02","2","","","01","1","01","1","002","0000133",172
"0000133","05","1","01","1","1","","01","2","01","1","002","0000133",172
"0000134","01","1","02","2","","","02","2","01","1","002","0000134",234
"0000134","02","1","02","2","","","02","2","01","1","002","0000134",234
"0000134","04","1","03","2","","","03","2","01","1","002","0000134",234
"0000134","05","1","01","2","","","01","2","01","1","002","0000134",234
"0000135","01","1","01","2","","","01","2","01","1","002","0000135",213
"0000135","02","1","01","2","","","01","2","01","1","002","0000135",213
"0000135","03","1","02","1","1","","02","2","01","1","002","0000135",213
"0000136","01","1","01","2","","","01","2","01","1","001","0000136",205
"0000136","02","1","02","2","","","02","1","01","1","001","0000136",205
"0000136","03","1","02","2","","","02","2","01","1","001","0000136",205
"0000136","04","1","02","2","","","02","2","01","1","001","0000136",205
"0000136","05","1","12","2","","","12","2","01","1","001","0000136",205
"0000137","01","1","02","2","","","01","2","01","1","002","0000137",232
